#{"t_start": 1719614991.6370544, "env_id": "CTFENVMA_sb3"}
r,l,t,c,f,p,a
0.0,671,5342.879211,0,152.43634,0.003025,657_1_0_7_2_4_0_0_0_0_0_0_0_0_
0.0,671,5353.655536,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5360.696392,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5367.696359,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5374.818092,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5381.601971,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5388.377179,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5395.185763,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5402.42376,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5409.406085,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5416.398052,0,117.162415,3.030679,662_0_0_4_0_4_0_0_0_1_0_0_0_0_
0.0,671,5424.367553,0,178.284729,0.000218,660_2_0_3_1_4_1_0_0_0_0_0_0_0_
0.0,671,5432.201665,0,112.233963,0.000817,659_1_1_4_1_4_1_0_0_0_0_0_0_0_
0.0,671,5441.675922,0,186.648911,0.001224,659_1_0_5_1_4_1_0_0_0_0_0_0_0_
0.0,671,5449.300975,0,178.356888,0.0084,662_2_0_2_0_4_1_0_0_0_0_0_0_0_
0.0,671,5456.95324,0,141.437561,0.000448,662_2_1_2_0_4_0_0_0_0_0_0_0_0_
0.0,671,5466.639579,0,96.0672,0.003799,667_1_0_0_0_1_1_0_0_1_0_0_0_0_
-1.0,270,5469.875866,0,26.232971,1.029975,260_3_0_2_0_2_2_1_0_0_0_0_0_0_
0.0,671,5477.760079,0,115.024025,0.00758,660_1_0_5_0_4_1_0_0_0_0_0_0_0_
0.0,671,5485.551036,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5493.047911,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5500.301013,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5507.528636,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5514.775062,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5522.16123,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5529.681961,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5537.192474,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5544.699973,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5552.221527,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
-1.0,144,5553.961929,0,16.041172,1.500954,133_3_1_4_0_2_1_0_0_0_0_0_0_0_
0.0,671,5582.480861,0,178.274323,0.006636,661_2_0_3_1_3_1_0_0_0_0_0_0_0_
0.0,671,5590.437514,0,133.277466,0.000687,658_2_3_5_0_3_0_0_0_0_0_0_0_0_
-1.0,169,5592.50645,0,18.896238,1.1511,155_2_4_5_0_2_1_0_0_0_0_0_0_0_
0.0,671,5600.577978,0,114.944717,0.004653,658_1_0_6_1_4_1_0_0_0_0_0_0_0_
0.0,671,5610.337354,0,90.200378,0.002725,658_3_1_4_2_2_1_0_0_0_0_0_0_0_
0.0,671,5618.09967,0,103.946411,0.000192,659_2_0_5_1_3_1_0_0_0_0_0_0_0_
0.0,671,5626.079172,0,101.153107,0.000569,657_2_1_6_0_4_1_0_0_0_0_0_0_0_
-1.0,151,5627.990211,0,16.040224,1.566811,140_3_2_3_0_2_1_0_0_0_0_0_0_0_
0.0,671,5651.157906,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5658.68877,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5666.138184,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5673.542578,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5680.798316,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5688.248839,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5695.534248,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5703.001201,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5710.510509,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5718.038565,0,671.126648,0.003881,666_0_0_3_0_2_0_0_0_0_0_0_0_0_
0.0,671,5725.853499,0,178.202164,0.361412,660_2_0_4_1_3_1_0_0_0_0_0_0_0_
0.0,671,5733.656107,0,226.494217,0.7593,660_4_0_5_1_1_0_0_0_0_0_0_0_0_
0.0,671,5763.095613,0,290.02066,0.005375,663_2_0_3_0_3_0_0_0_0_0_0_0_0_
0.0,671,5771.064225,0,166.305725,0.00348,659_2_2_4_1_2_1_0_0_0_0_0_0_0_
0.0,671,5778.898934,0,248.895691,0.001941,658_1_2_6_2_2_0_0_0_0_0_0_0_0_
0.0,671,5788.657161,0,183.886108,0.000949,660_1_1_4_1_3_1_0_0_0_0_0_0_0_
0.0,671,5796.575596,0,367.063934,0.002283,661_1_2_3_1_3_0_0_0_0_0_0_0_0_
0.0,671,5807.23509,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5814.516262,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5821.868019,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5829.32373,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5836.848373,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5844.338162,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5851.927344,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5859.229597,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5866.483644,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5873.864505,0,665.905823,0.001111,662_0_0_5_4_0_0_0_0_0_0_0_0_0_
0.0,671,5884.506965,0,43.999271,0.003799,660_0_1_3_1_4_1_0_0_1_0_0_0_0_
0.0,671,5894.222026,0,37.976009,0.006343,655_1_1_4_4_4_1_0_1_0_0_0_0_0_
0.0,671,5902.123724,0,96.125999,0.007877,654_2_2_4_7_2_0_0_0_0_0_0_0_0_
0.0,671,5910.022363,0,193.599442,2.798571,653_0_1_4_6_5_0_0_2_0_0_0_0_0_
-1.0,130,5913.365532,0,13.476188,1.837966,120_3_1_1_3_1_1_0_0_0_0_0_0_0_
0.0,671,5920.965754,0,38.169701,0.003286,654_1_0_6_5_3_1_0_1_0_0_0_0_0_
-1.0,232,5923.784586,0,27.432901,1.845169,214_1_2_5_7_2_1_0_0_0_0_0_0_0_
0.0,671,5931.393439,0,52.913933,2.679284,650_0_0_7_5_5_1_0_3_0_0_0_0_0_
0.0,671,5947.888326,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5955.229538,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5962.475147,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5969.732504,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5976.874563,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5983.890115,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5990.850056,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,5997.95541,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,6005.232924,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,6012.413477,0,554.547852,2.456073,659_0_0_6_6_0_0_0_0_0_0_0_0_0_
0.0,671,6020.316356,0,41.949524,2.682191,655_1_0_5_6_3_1_0_0_0_0_0_0_0_
-1.0,420,6025.369456,0,20.718088,0.006803,403_2_0_6_8_1_0_0_0_0_0_0_0_0_
0.0,671,6033.36723,0,107.129448,0.003644,651_1_0_8_8_2_1_0_0_0_0_0_0_0_
-1.0,93,6058.432009,0,20.535778,2.900954,85_1_0_1_3_2_0_0_0_1_0_0_0_0_
-1.0,202,6060.831427,0,16.415533,1.325864,186_2_2_5_6_0_1_0_0_0_0_0_0_0_
0.0,671,6068.811696,0,75.445732,0.006444,654_1_1_5_6_4_0_0_0_0_0_0_0_0_
0.0,671,6076.645141,0,174.363968,2.304733,658_2_0_3_5_3_0_0_0_0_0_0_0_0_
0.0,671,6086.356514,0,58.81237,0.005136,656_3_0_5_4_3_0_0_0_0_0_0_0_0_
-1.0,211,6088.958954,0,24.536024,2.043182,194_2_0_5_7_1_1_0_1_0_0_0_0_0_
0.0,671,6096.842266,0,64.884171,0.121671,650_1_2_8_9_1_0_0_0_0_0_0_0_0_
0.0,671,6104.409796,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6111.478888,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6118.574205,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6125.827703,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6132.936037,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6140.274959,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6147.538867,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6154.635973,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6161.759078,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6168.909001,0,480.305786,2.342299,657_0_0_7_7_0_0_0_0_0_0_0_0_0_
0.0,671,6184.641467,0,35.471706,0.001522,649_1_0_8_10_2_1_0_0_0_0_0_0_0_
-1.0,262,6187.848642,0,30.171516,1.15708,244_1_1_6_8_1_1_0_0_0_0_0_0_0_
-1.0,449,6195.028303,0,20.668568,0.007401,431_2_1_7_7_1_0_0_0_0_0_0_0_0_
-1.0,468,6200.729872,0,30.312603,0.146715,447_1_0_9_10_0_1_0_0_0_0_0_0_0_
-1.0,265,6203.947715,0,27.573751,1.630293,246_1_1_7_9_0_1_0_0_0_0_0_0_0_
-1.0,629,6211.424436,0,32.876652,1.430935,607_1_0_9_10_1_1_0_0_0_0_0_0_0_
-1.0,314,6239.110564,0,15.340506,0.009544,297_2_1_6_8_0_0_0_0_0_0_0_0_0_
-1.0,412,6243.932672,0,21.940971,0.79563,395_2_0_6_8_0_1_0_0_0_0_0_0_0_
0.0,671,6251.841471,0,143.065948,1.173985,653_1_0_8_7_2_0_0_0_0_0_0_0_0_
0.0,671,6259.702024,0,40.541294,0.005531,652_1_0_7_8_1_2_0_0_0_0_0_0_0_
0.0,671,6268.967369,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6276.007199,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6282.874768,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6289.744019,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6296.567439,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6303.699974,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6310.781196,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6317.867269,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6324.968948,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
0.0,671,6332.047484,0,703.03186,2.684117,663_0_0_4_4_0_0_0_0_0_0_0_0_0_
-1.0,614,6340.700198,0,21.937777,1.519928,597_2_0_7_7_0_1_0_0_0_0_0_0_0_
0.0,671,6348.213558,0,249.186844,1.681656,654_1_1_7_8_0_0_0_0_0_0_0_0_0_
0.0,671,6355.85408,0,326.024475,2.168331,656_1_0_6_7_1_0_0_0_0_0_0_0_0_
0.0,671,6365.291373,0,328.642914,2.509532,658_1_0_4_6_2_0_0_0_0_0_0_0_0_
0.0,671,6373.073202,0,249.156403,1.629037,653_1_0_9_8_0_0_0_0_0_0_0_0_0_
0.0,671,6380.976829,0,59.411922,0.00225,652_2_0_8_9_0_0_0_0_0_0_0_0_0_
0.0,671,6390.462856,0,174.966049,1.72181,653_1_0_8_9_0_0_0_0_0_0_0_0_0_
0.0,671,6401.668958,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6408.585261,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6415.507734,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6422.646977,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6429.763906,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6437.148864,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6444.403419,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6451.619576,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6458.637974,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6465.526156,0,498.471161,2.303117,657_0_0_0_7_7_0_0_0_0_0_0_0_0_
0.0,671,6484.534476,0,193.589493,2.916425,653_0_1_4_6_5_0_0_2_0_0_0_0_0_
0.0,671,6494.121551,0,249.024506,2.421308,663_1_2_1_2_2_0_0_0_0_0_0_0_0_
0.0,671,6501.989843,0,264.876099,2.669923,657_1_0_1_6_6_0_0_0_0_0_0_0_0_
0.0,671,6509.882052,0,280.947876,2.062325,652_0_0_1_9_9_0_0_0_0_0_0_0_0_
0.0,671,6539.786634,0,201.406738,2.31395,653_0_1_1_8_8_0_0_0_0_0_0_0_0_
0.0,671,6547.545974,0,267.846039,2.912817,657_0_1_4_4_5_0_0_0_0_0_0_0_0_
0.0,671,6555.41116,0,36.774021,0.984818,656_1_1_3_5_5_0_0_0_0_0_0_0_0_
0.0,671,6566.121337,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6573.12763,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6580.179977,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6587.179095,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6593.979809,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6601.00579,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6608.066574,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6615.160128,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6622.225549,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6629.256758,0,267.884125,3.083815,664_0_0_3_0_3_0_0_0_1_0_0_0_0_
0.0,671,6638.638074,0,270.585754,2.954463,655_0_0_5_5_5_0_0_1_0_0_0_0_0_
0.0,671,6646.125274,0,267.848267,2.574897,658_0_1_5_2_5_0_0_0_0_0_0_0_0_
0.0,671,6653.692998,0,251.561401,2.31919,660_1_3_1_3_3_0_0_0_0_0_0_0_0_
0.0,671,6663.195315,0,262.515015,2.435976,658_0_2_4_3_4_0_0_0_0_0_0_0_0_
0.0,671,6671.030804,0,259.91861,2.703695,657_0_2_3_6_3_0_0_0_0_0_0_0_0_
0.0,671,6678.847322,0,180.336746,1.43289,655_0_3_4_7_2_0_0_0_0_0_0_0_0_
0.0,671,6688.421256,0,257.815155,2.169217,660_0_0_5_4_1_0_0_0_1_0_0_0_0_
0.0,671,6699.267207,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6706.422363,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6713.650705,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6720.91007,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6728.321602,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6735.781545,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6743.181885,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6750.561099,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6757.87024,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6765.113378,0,677.593506,0.003074,662_0_0_0_4_5_0_0_0_0_0_0_0_0_
0.0,671,6784.480129,0,190.892685,2.468778,655_0_2_2_7_5_0_0_0_0_0_0_0_0_
0.0,671,6792.258042,0,254.198013,1.839207,654_1_3_3_7_3_0_0_0_0_0_0_0_0_
0.0,671,6801.639214,0,188.768661,3.001235,660_0_0_4_3_3_0_0_0_1_0_0_0_0_
0.0,671,6809.445965,0,262.628723,2.554951,654_0_1_5_8_3_0_0_0_0_0_0_0_0_
0.0,671,6817.168481,0,265.223785,2.697491,654_0_1_4_6_4_0_0_2_0_0_0_0_0_
0.0,671,6844.719707,0,320.315155,2.586352,663_2_0_1_3_2_0_0_0_0_0_0_0_0_
0.0,671,6852.528036,0,259.838318,2.681412,661_0_3_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,6863.283704,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6870.309713,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6877.226372,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6884.086744,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6890.944682,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6897.902992,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6905.028296,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6912.11042,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6919.139061,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6926.206664,0,641.765137,2.543891,661_0_0_0_5_5_0_0_0_0_0_0_0_0_
0.0,671,6935.740924,0,193.610962,2.745239,655_0_1_4_6_5_0_0_0_0_0_0_0_0_
0.0,671,6943.287196,0,190.745789,0.92221,658_0_2_3_5_2_1_0_0_0_0_0_0_0_
0.0,671,6950.761542,0,262.641418,2.595933,655_0_1_5_7_3_0_0_0_0_0_0_0_0_
0.0,671,6960.059064,0,257.046844,2.332169,659_1_0_5_3_3_0_0_0_0_0_0_0_0_
0.0,671,6967.779528,0,334.144104,2.55909,659_0_2_3_4_3_0_0_0_0_0_0_0_0_
0.0,671,6975.674268,0,139.00116,0.007469,655_1_3_4_6_2_0_0_0_0_0_0_0_0_
0.0,671,6985.156934,0,243.516663,0.696813,657_1_5_2_5_1_0_0_0_0_0_0_0_0_
0.0,671,6996.036097,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7003.098346,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7010.224874,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7017.316444,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7024.659224,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7031.932046,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7039.270265,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7046.672954,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7054.083835,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7061.188948,0,303.595673,7.3e-05,660_0_2_0_3_6_0_0_0_0_0_0_0_0_
0.0,671,7084.559428,0,180.172668,1.282682,657_0_4_1_4_3_0_0_2_0_0_0_0_0_
0.0,671,7092.359961,0,262.561127,2.967955,659_0_2_2_2_4_0_0_2_0_0_0_0_0_
0.0,671,7102.10099,0,182.840714,1.997033,659_0_4_1_3_4_0_0_0_0_0_0_0_0_
0.0,671,7110.07709,0,216.076752,0.003905,661_0_4_2_1_3_0_0_0_0_0_0_0_0_
0.0,671,7117.512583,0,262.545074,2.898758,659_0_2_2_3_4_0_0_1_0_0_0_0_0_
0.0,671,7142.218956,0,181.321228,0.003976,661_1_2_2_1_4_0_0_0_0_0_0_0_0_
0.0,671,7150.080161,0,185.564209,2.886176,659_0_3_1_2_4_0_0_2_0_0_0_0_0_
0.0,671,7161.281143,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7168.927251,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7176.516431,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7183.829196,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7191.166226,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7198.609797,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7206.122324,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7213.628436,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7221.187348,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7228.762182,0,749.240479,0.00144,664_0_0_0_3_4_0_0_0_0_0_0_0_0_
0.0,671,7236.706842,0,186.973236,0.002923,659_0_3_2_1_4_0_0_2_0_0_0_0_0_
0.0,671,7265.286749,0,104.655243,0.003056,660_0_5_1_2_3_0_0_0_0_0_0_0_0_
0.0,671,7273.237805,0,112.032646,0.006742,655_1_3_1_4_5_1_0_1_0_0_0_0_0_
0.0,671,7281.069383,0,38.249199,0.000453,659_0_4_0_2_5_1_0_0_0_0_0_0_0_
-1.0,173,7284.890069,0,14.228244,2.286336,161_1_2_1_0_2_4_2_0_0_0_0_0_0_
0.0,671,7292.766359,0,87.159981,0.004441,660_0_2_3_2_2_2_0_0_0_0_0_0_0_
-1.0,234,7295.542661,0,7.030562,1.188008,217_0_1_1_3_6_3_3_0_0_0_0_0_0_
-1.0,172,7297.623576,0,20.388287,2.749973,159_0_2_2_3_2_3_1_0_0_0_0_0_0_
-1.0,215,7300.080028,0,29.849829,2.094988,200_0_2_3_3_2_2_3_0_0_0_0_0_0_
0.0,671,7307.599438,0,43.395706,0.001686,660_0_4_1_1_2_2_0_1_0_0_0_0_0_
0.0,671,7327.517006,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7334.747671,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7341.924129,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7349.100313,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7356.227604,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7363.144109,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7369.992896,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7376.879551,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7383.968964,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
0.0,671,7391.074119,0,708.250061,3.030679,666_0_0_2_0_2_0_0_1_0_0_0_0_0_
-1.0,234,7393.894376,0,30.670977,1.807246,217_0_1_2_4_5_4_1_0_0_0_0_0_0_
-1.0,233,7396.719256,0,16.384708,1.924874,217_1_2_1_4_1_4_3_0_0_0_0_0_0_
0.0,671,7404.486496,0,52.661736,2.33639,660_0_2_2_1_3_2_0_1_0_0_0_0_0_
0.0,671,7412.282695,0,52.684212,0.003046,658_0_2_2_4_3_2_0_0_0_0_0_0_0_
